GrLivArea,SalePrice,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,HeatingQC,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,MiscVal,MoSold,YrSold,TotalSF,TotalPorchSF,TotalBR,MSZoning_C (all),MSZoning_FV,MSZoning_I (all),MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR2,LotShape_IR3,LotShape_Reg,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,PavedDrive_P,PavedDrive_Y,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Electrical_FuseF,Electrical_FuseP,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed
2358.0,122000,70,50.0,5250.0,8,5,1872.0,1987.0,0.0,3,4,3,2,1,2,2,4,1,3,8,0,0,0.0,0.0,0.0,0,0,0,12,2008,2837.0,74.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1344.0,97000,160,21.0,1533.0,4,6,1970.0,2008.0,0.0,3,3,3,3,1,1,3,3,1,3,6,1,3,0.0,0.0,0.0,0,0,0,5,2009,1890.0,0.0,1.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2183.0,229000,50,81.47,13837.0,7,5,1988.0,1988.0,178.0,4,4,4,4,1,6,4,4,1,4,9,0,0,1988.0,3.0,786.0,3,3,0,2,2006,3387.0,0.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2450.0,340000,60,66.63,16545.0,8,5,1998.0,1998.0,731.0,4,3,4,3,2,6,5,3,1,4,7,1,3,1998.0,3.0,1069.0,3,3,0,5,2009,3734.0,126.0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
912.0,115000,20,66.0,7800.0,5,5,1964.0,1964.0,0.0,3,3,3,3,1,3,3,2,1,3,5,0,0,1964.0,1.0,288.0,3,3,0,11,2006,1824.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1656.0,135000,50,60.0,10410.0,5,7,1916.0,1987.0,0.0,3,3,2,3,1,1,5,3,1,3,8,0,0,1916.0,1.0,180.0,2,2,0,8,2009,2172.0,140.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1352.0,149000,60,60.0,10800.0,5,7,1939.0,2006.0,0.0,3,4,3,3,1,1,5,4,1,4,7,0,0,1939.0,2.0,720.0,3,3,0,8,2009,2028.0,315.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1803.0,285000,20,76.0,9892.0,8,5,1994.0,1995.0,0.0,4,4,4,4,4,6,5,3,1,4,6,2,3,1994.0,2.0,482.0,3,3,0,2,2010,3482.0,415.0,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1342.0,234250,120,48.0,6240.0,8,5,2006.0,2007.0,176.0,4,3,4,3,1,6,5,2,1,4,6,1,4,2007.0,2.0,550.0,3,3,0,6,2008,2684.0,35.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1654.0,119500,90,68.0,8927.0,6,6,1977.0,1977.0,0.0,3,4,0,0,0,0,3,4,2,3,10,0,0,1977.0,2.0,528.0,3,3,0,8,2006,1654.0,0.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1059.0,142500,20,75.0,9000.0,5,6,1966.0,1966.0,0.0,3,3,3,3,1,5,4,3,1,3,6,0,0,1966.0,1.0,286.0,3,3,0,6,2006,2118.0,88.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
900.0,123000,85,68.0,7838.0,5,5,1967.0,1967.0,0.0,3,3,3,3,3,5,3,3,1,3,6,1,1,1967.0,1.0,288.0,3,3,0,12,2006,1764.0,319.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1510.0,149000,70,69.0,4899.0,6,8,1920.0,1950.0,0.0,3,3,3,3,1,4,5,3,1,3,6,0,0,1920.0,1.0,216.0,3,3,0,6,2006,2265.0,164.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1832.0,136000,90,72.0,10773.0,4,3,1967.0,1967.0,72.0,2,2,3,3,1,5,3,4,2,3,8,0,0,0.0,0.0,0.0,0,0,0,5,2010,3664.0,58.0,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1288.0,119000,70,60.0,3600.0,6,7,1917.0,2007.0,0.0,3,3,3,3,1,1,5,3,1,5,5,1,4,1917.0,1.0,280.0,3,3,0,5,2009,1912.0,103.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1210.0,124000,50,50.0,5000.0,5,7,1941.0,2006.0,0.0,3,4,3,3,1,5,5,3,1,4,6,0,0,1941.0,1.0,240.0,3,3,0,5,2008,1882.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1709.0,328900,120,50.0,5119.0,9,5,1999.0,2000.0,60.0,4,3,5,3,3,6,5,2,1,4,5,1,3,1999.0,2.0,506.0,3,3,0,1,2008,3407.0,162.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1077.0,118000,190,50.0,7420.0,5,6,1939.0,1950.0,0.0,3,3,3,3,1,6,5,2,2,3,5,2,3,1939.0,1.0,205.0,4,3,0,1,2008,2068.0,4.0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2646.0,260000,80,100.0,14330.0,7,4,1974.0,1974.0,145.0,4,2,4,3,4,5,4,3,1,4,9,4,3,1974.0,2.0,550.0,3,3,0,1,2006,4394.0,741.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1336.0,157000,190,90.0,15750.0,5,5,1953.0,1953.0,56.0,3,3,3,3,2,4,3,2,1,3,5,2,4,1953.0,1.0,375.0,3,3,0,6,2006,2501.0,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2728.0,437154,60,56.0,20431.0,9,5,2005.0,2006.0,870.0,5,3,5,3,1,6,5,4,1,5,10,2,5,2006.0,3.0,706.0,3,3,0,4,2006,4576.0,0.0,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2417.0,260000,60,121.0,16059.0,8,5,1991.0,1992.0,284.0,4,3,4,3,1,1,5,4,1,4,9,1,3,1991.0,2.0,462.0,3,3,0,4,2006,3705.0,209.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2028.0,369900,20,88.0,11443.0,8,5,2005.0,2006.0,208.0,4,3,5,3,4,6,5,2,1,4,7,2,4,2005.0,3.0,880.0,3,3,0,3,2006,3896.0,392.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1216.0,164000,120,32.0,4500.0,6,5,1998.0,1998.0,116.0,3,3,5,3,1,6,5,2,1,3,5,0,0,1998.0,2.0,402.0,3,3,0,5,2006,2432.0,125.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1453.0,187500,20,92.0,10573.0,6,6,1961.0,1961.0,3.0,3,3,3,3,1,3,5,3,1,3,6,1,3,1961.0,2.0,530.0,3,3,0,4,2009,2906.0,337.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2202.0,263000,60,88.0,11762.0,8,5,1992.0,1993.0,309.0,4,3,5,3,1,6,5,4,1,4,9,1,3,1992.0,2.0,517.0,3,3,0,9,2007,3307.0,209.0,3.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
612.0,45000,30,50.0,5925.0,2,4,1940.0,1950.0,0.0,3,4,0,0,0,0,2,1,1,3,4,0,0,1965.0,1.0,308.0,3,2,0,10,2009,612.0,25.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1200.0,173000,85,150.0,14137.0,4,5,1964.0,1964.0,98.0,3,3,4,3,3,5,4,3,1,3,6,0,0,1964.0,3.0,850.0,3,3,0,11,2008,2400.0,290.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1281.0,128500,50,60.0,10284.0,4,7,1925.0,1993.0,0.0,3,3,3,3,2,5,5,1,1,3,6,0,0,1978.0,2.0,580.0,3,3,0,8,2007,2432.0,0.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1432.0,194000,80,59.41,16157.0,5,7,1978.0,1978.0,0.0,3,3,4,3,4,5,5,2,1,4,5,1,3,1978.0,2.0,588.0,3,3,0,6,2007,2792.0,348.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1414.0,178000,60,74.0,9056.0,8,5,2004.0,2004.0,0.0,4,3,5,4,3,1,5,3,1,4,6,1,4,2004.0,2.0,403.0,3,3,0,10,2006,2121.0,135.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1324.0,128000,50,50.0,6000.0,4,6,1936.0,1950.0,0.0,3,3,3,3,1,4,3,3,1,3,6,0,0,1936.0,1.0,240.0,3,3,0,7,2009,1996.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
616.0,89000,30,50.0,6000.0,5,7,1921.0,1950.0,0.0,3,3,3,3,1,2,4,2,1,3,4,0,0,1921.0,1.0,205.0,3,3,0,6,2006,1232.0,129.0,1.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
864.0,130000,20,60.0,9000.0,4,7,1971.0,2006.0,0.0,3,4,3,3,1,5,4,3,1,3,5,0,0,1986.0,2.0,576.0,3,3,0,7,2009,1728.0,200.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2007.0,160000,70,70.0,8400.0,6,7,1900.0,1950.0,0.0,3,3,2,4,2,1,4,3,1,5,8,0,0,1930.0,1.0,357.0,3,3,0,6,2009,2924.0,235.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1316.0,90000,50,60.0,8550.0,5,5,1926.0,1950.0,0.0,3,3,2,3,1,1,3,4,1,3,7,0,0,1965.0,2.0,576.0,3,3,0,10,2007,2066.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1740.0,150000,20,85.0,11050.0,6,5,1968.0,1968.0,0.0,3,3,3,3,1,3,2,4,1,3,8,1,3,1968.0,2.0,512.0,3,3,0,10,2008,3480.0,217.0,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1026.0,143000,85,82.0,8410.0,6,6,1974.0,1974.0,0.0,3,3,4,3,3,5,3,2,1,3,5,1,1,1974.0,2.0,528.0,3,3,0,4,2007,1996.0,193.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1050.0,156000,20,70.0,8092.0,6,8,1954.0,2000.0,176.0,3,4,3,3,1,5,5,3,1,4,6,0,0,1954.0,1.0,286.0,3,3,0,6,2006,2100.0,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
765.0,87000,30,50.0,5000.0,4,7,1925.0,1950.0,0.0,3,3,3,3,1,3,3,2,1,4,4,0,0,1926.0,1.0,200.0,2,3,0,4,2010,1530.0,176.0,2.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1002.0,148500,20,66.63,8750.0,5,6,1970.0,1970.0,76.0,3,3,3,3,1,4,3,3,1,3,5,0,0,1973.0,2.0,902.0,3,3,0,8,2009,2004.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1112.0,63000,50,60.0,9780.0,5,3,1934.0,1950.0,0.0,3,3,3,3,1,1,3,4,1,3,6,0,0,1934.0,1.0,226.0,1,1,0,3,2009,1697.0,0.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1041.0,128000,20,71.0,7350.0,5,6,1958.0,1958.0,0.0,3,3,3,3,1,1,4,3,1,3,6,0,0,1958.0,1.0,294.0,3,3,0,3,2009,2082.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2042.0,253293,20,98.0,12704.0,8,5,2008.0,2009.0,306.0,5,3,5,3,1,1,5,3,1,5,8,1,4,2009.0,3.0,1390.0,3,3,0,8,2009,4084.0,90.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1933.0,214000,60,86.0,14598.0,6,5,2007.0,2007.0,74.0,4,3,4,3,2,1,5,4,1,4,9,1,4,2007.0,3.0,668.0,3,3,0,1,2008,2827.0,118.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1750.0,124000,70,50.0,9000.0,5,6,1880.0,1991.0,0.0,3,3,2,2,1,1,3,3,1,5,8,0,0,1937.0,1.0,240.0,2,1,0,6,2006,2386.0,293.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
